"미션ID","축","영역","행운의행동","유형","측정분류","측정데이터_핵심","모델연동","측정시작조건","완료판정","행운의위치_후보","행운의숫자_최소","행운의숫자_최대","행운의숫자_간격","단위","시간대","오늘의운세_해석","오늘의한줄_템플릿","수행안내_안전문구","안전태그","시니어안전","검수상태","운동종목","운동강도","강도근거","강도판정메모","추천노출가중치","추천노출풀","추천노출조건","운동집계반영안","검토_우선순위","검토_주요문제","검토_수정제안"
"HAND_WARM_14","水","수분·회복","손 따뜻하게 하기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,사무실","1","3","1","분","언제나","따뜻한 손끝이 오늘의 안정운을 전해줘요.","{place}에서 손을 {num}{unit} 따뜻하게 하기!","너무 뜨거운 물은 피하고 편한 온도를 사용해요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"FACE_WASH_15","水","수분·회복","얼굴 가볍게 씻기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,욕실","1","1","1","번","아침,오후","산뜻한 물기운이 오늘의 기분을 바꿔줘요.","{place}에서 얼굴을 {num}{unit} 가볍게 씻기!","피부가 예민하면 자극 없는 방법을 선택해요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"QUIET_MUSIC_16","水","수분·회복","잔잔한 음악 듣기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,사무실,지금 있는 곳","3","5","1","분","저녁","잔잔한 소리가 오늘의 마음운을 고르게 해줘요.","{place}에서 잔잔한 음악 {num}{unit} 듣기!","소리는 편안한 크기로 맞춰요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"PALM_PRESS_RELAX_17","水","수분·회복","손바닥 가볍게 문지르기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞,사무실","1","2","1","분","언제나","손바닥의 온기가 오늘의 긴장을 녹여줘요.","{place}에서 손바닥을 {num}{unit} 문지르기!","피부가 아프지 않게 부드럽게 문질러요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"STAND_LOOK_FAR_18","水","수분·회복","먼 곳 보기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,사무실,창가","1","3","1","분","오후","시선을 멀리 두면 오늘의 생각운도 넓어져요.","{place}에서 {num}{unit} 먼 곳 바라보기!","어지러우면 앉아서 편하게 바라봐요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"SLOW_EXHALE_19","水","수분·회복","천천히 내쉬기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","3","5","1","번","언제나","길게 내쉬는 숨이 오늘의 마음을 다독여줘요.","{place}에서 숨을 {num}{unit} 천천히 내쉬기!","불편하면 평소 호흡으로 돌아와요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"WATER_AFTER_WALK_20","水","수분·회복","걸은 뒤 물 마시기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,사무실,지금 있는 곳","1","1","1","잔","언제나","움직인 뒤의 한 잔이 오늘의 회복운을 채워줘요.","걸은 뒤 물 {num}{unit} 마시기!","목이 마르면 천천히 나눠 마셔요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"REST_FEET_21","水","수분·회복","발 편히 쉬게 하기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞","3","5","1","분","저녁","발을 쉬게 하면 오늘의 걸음운도 편안해져요.","{place}에서 발을 편히 두고 {num}{unit} 쉬기!","발이 붓거나 통증이 심하면 의료진과 상담하세요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"SIT_BACK_22","水","수분·회복","등받이에 기대 쉬기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,사무실,책상 앞","1","3","1","분","언제나","잠시 기대는 여유가 오늘의 힘을 되돌려줘요.","{place}에서 등받이에 기대 {num}{unit} 쉬기!","허리가 불편하지 않은 편한 자세를 찾아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"WATER_BEFORE_OUT_23","水","수분·회복","외출 전 물 챙기기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,현관","1","1","1","병","아침,오후","미리 챙기는 한 병이 오늘의 든든한 운이 돼요.","외출 전 물 {num}{unit} 챙기기!","필요한 만큼만 가볍게 챙겨요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"WATER_REFILL_24","水","수분·회복","물병 다시 채우기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,사무실,책상 앞","1","2","1","번","오후","다시 채우는 행동이 오늘의 돌봄운을 이어줘요.","물병을 {num}{unit} 다시 채우기!","물 섭취 제한 안내를 받았다면 그 지침을 따라요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"CALM_CORNER_25","水","수분·회복","조용한 곳 찾기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,사무실,가까운 공원","1","1","1","곳","언제나","나만의 조용한 자리가 오늘의 평온운을 줘요.","{place}에서 조용한 곳 {num}{unit} 찾아보기!","완전히 조용하지 않아도 편하면 충분해요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"BREATH_COUNT_26","水","수분·회복","숨 횟수 세기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","3","5","1","번","언제나","호흡을 세면 흩어진 마음이 오늘로 돌아와요.","편한 숨 {num}{unit} 세어보기!","숨을 조절하려 애쓰지 말고 자연스럽게 세어요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"EYE_BLINK_27","水","수분·회복","눈 천천히 깜빡이기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","5","10","5","번","오후","부드러운 깜빡임이 오늘의 시야운을 쉬게 해줘요.","{place}에서 눈을 {num}{unit} 천천히 깜빡이기!","눈을 세게 감지 말고 편하게 깜빡여요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"WRIST_REST_28","水","수분·회복","손목 쉬게 하기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞,사무실","1","3","1","분","언제나","손목에 쉼을 주면 오늘의 일운도 한결 부드러워져요.","{place}에서 손목을 쉬게 하며 {num}{unit} 멈추기!","통증이 계속되면 반복 동작을 줄이고 상담하세요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"QUIET_TEA_29","水","수분·회복","따뜻한 물 마시기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,주방,사무실","1","2","1","모금","오전,오후","따뜻한 한 모금이 오늘의 속도를 누그러뜨려요.","{place}에서 따뜻한 물 {num}{unit} 마시기!","뜨겁지 않은 온도로 천천히 마셔요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"PAUSE_WINDOW_30","水","수분·회복","창가에서 숨 고르기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,사무실,창가","1","3","1","분","언제나","창가의 짧은 멈춤이 오늘의 여유운을 열어요.","{place}에서 {num}{unit} 숨 고르기!","편한 자세로 서거나 앉아서 해요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"REST_SHOULDERS_31","水","수분·회복","어깨 힘 빼기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","3","5","1","번","언제나","힘을 빼는 순간 오늘의 기운이 부드럽게 돌아와요.","{place}에서 어깨 힘을 {num}{unit} 빼기!","숨을 내쉬며 가볍게 내려놓아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"WATER_VISUAL_32","水","수분·회복","물 마실 자리 만들기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","1","1","1","곳","아침","마실 자리를 만들면 오늘의 회복운이 가까워져요.","{place}에 물 마실 자리 {num}{unit} 만들기!","컵이 넘어지지 않는 평평한 곳을 골라요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
